content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Tambahkan fitur DM dan juga story, tambakan fitur musik juga",Positif,tambahkan fitur dm dan juga story tambakan fitur musik juga,tambahkan fitur dm story tambakan fitur musik,"['tambahkan', 'fitur', 'dm', 'story', 'tambakan', 'fitur', 'musik']",tambah fitur dm story tambakan fitur musik
heran pada latah semua.ada sosial media baru pada pake kan fungsi sama kek twitter doang. nulis doang apa yg seru....,Negatif,heran pada latah semuaada sosial media baru pada pake kan fungsi sama kek twitter doang nulis doang apa yg seru,heran latah semuaada sosial media pake fungsi kek twitter doang nulis doang yg seru,"['heran', 'latah', 'semuaada', 'sosial', 'media', 'pake', 'fungsi', 'kek', 'twitter', 'doang', 'nulis', 'doang', 'yg', 'seru']",heran latah semuaada sosial media pake fungsi kek twitter doang nulis doang yg seru
aplikasi terbaik,Positif,aplikasi terbaik,aplikasi terbaik,"['aplikasi', 'terbaik']",aplikasi baik
"good apllication, nanti bisa coba dikembangin lagi🙏",Positif,good apllication nanti bisa coba dikembangin lagi,good apllication coba dikembangin,"['good', 'apllication', 'coba', 'dikembangin']",good apllication coba dikembangin
"Luar biasa, aplikasi sangat bagus🥰",Positif,luar biasa aplikasi sangat bagus,aplikasi bagus,"['aplikasi', 'bagus']",aplikasi bagus
Nice apps...,Positif,nice apps,nice apps,"['nice', 'apps']",nice apps
"Udah bagus sih cuma maaih ada bbrapa yang harus di perbaiki. Adain tema mode gelap, kurng yaman liatnya klw pke mode biasa, klwdonload kualitas vido/potonya jelek jdi menurun",Positif,udah bagus sih cuma maaih ada bbrapa yang harus di perbaiki adain tema mode gelap kurng yaman liatnya klw pke mode biasa klwdonload kualitas vidopotonya jelek jdi menurun,udah bagus sih maaih bbrapa perbaiki adain tema mode gelap kurng yaman liatnya klw pke mode klwdonload kualitas vidopotonya jelek jdi menurun,"['udah', 'bagus', 'sih', 'maaih', 'bbrapa', 'perbaiki', 'adain', 'tema', 'mode', 'gelap', 'kurng', 'yaman', 'liatnya', 'klw', 'pke', 'mode', 'klwdonload', 'kualitas', 'vidopotonya', 'jelek', 'jdi', 'menurun']",udah bagus sih maaih bbrapa baik adain tema mode gelap kurng yaman liat klw pke mode klwdonload kualitas vidopotonya jelek jdi turun
Ga bisa baca komentar dari threads. Aneh bgt dah di update dll tetap gak bisa,Negatif,ga bisa baca komentar dari threads aneh bgt dah di update dll tetap gak bisa,ga baca komentar threads aneh bgt dah update dll gak,"['ga', 'baca', 'komentar', 'threads', 'aneh', 'bgt', 'dah', 'update', 'dll', 'gak']",ga baca komentar threads aneh bgt dah update dll gak
"Gatau, bagus pokoknya",Positif,gatau bagus pokoknya,gatau bagus pokoknya,"['gatau', 'bagus', 'pokoknya']",gatau bagus pokok
suka lah...,Positif,suka lah,suka,['suka'],suka
Bagus banget,Positif,bagus banget,bagus banget,"['bagus', 'banget']",bagus banget
bagus,Positif,bagus,bagus,['bagus'],bagus
good is qoute,Positif,good is qoute,good is qoute,"['good', 'is', 'qoute']",good is qoute
bagus sangat bagus,Positif,bagus sangat bagus,bagus bagus,"['bagus', 'bagus']",bagus bagus
sangat berguna,Positif,sangat berguna,berguna,['berguna'],guna
Adiyia,Positif,adiyia,adiyia,['adiyia'],adiyia
Jis,Positif,jis,jis,['jis'],jis
"Aplikasi ini jelek sekali, dari namanya saja tidak menarik. Saya sebenarnya malas, kalo aplikasi dikelolah oleh meta karena aturan meta keraaaaaas coba lihat tiktok, kalo ngk benar ya uda dia minta hapus kan aman. Bukan sangsi harus di terapkan.",Negatif,aplikasi ini jelek sekali dari namanya saja tidak menarik saya sebenarnya malas kalo aplikasi dikelolah oleh meta karena aturan meta keraaaaaas coba lihat tiktok kalo ngk benar ya uda dia minta hapus kan aman bukan sangsi harus di terapkan,aplikasi jelek namanya menarik malas kalo aplikasi dikelolah meta aturan meta keraaaaaas coba lihat tiktok kalo ngk ya uda hapus aman sangsi terapkan,"['aplikasi', 'jelek', 'namanya', 'menarik', 'malas', 'kalo', 'aplikasi', 'dikelolah', 'meta', 'aturan', 'meta', 'keraaaaaas', 'coba', 'lihat', 'tiktok', 'kalo', 'ngk', 'ya', 'uda', 'hapus', 'aman', 'sangsi', 'terapkan']",aplikasi jelek nama tarik malas kalo aplikasi dikelolah meta atur meta keraaaaaas coba lihat tiktok kalo ngk ya uda hapus aman sangsi terap
Sangat bagus dan sangat membantu,Positif,sangat bagus dan sangat membantu,bagus membantu,"['bagus', 'membantu']",bagus bantu
Bagus,Positif,bagus,bagus,['bagus'],bagus
Baik,Positif,baik,,[],
masih banyak fitur yang harus di tambahkan lagi,Positif,masih banyak fitur yang harus di tambahkan lagi,fitur tambahkan,"['fitur', 'tambahkan']",fitur tambah
mantap,Positif,mantap,mantap,['mantap'],mantap
Kenapa ya saat login ngak bisa kebuka aplikasi nya tolong dong pembuat aplikasi ini agar mengirimkan pusat bantuan nya plizzz,Negatif,kenapa ya saat login ngak bisa kebuka aplikasi nya tolong dong pembuat aplikasi ini agar mengirimkan pusat bantuan nya plizzz,ya login ngak kebuka aplikasi nya tolong pembuat aplikasi mengirimkan pusat bantuan nya plizzz,"['ya', 'login', 'ngak', 'kebuka', 'aplikasi', 'nya', 'tolong', 'pembuat', 'aplikasi', 'mengirimkan', 'pusat', 'bantuan', 'nya', 'plizzz']",ya login ngak buka aplikasi nya tolong buat aplikasi kirim pusat bantu nya plizzz
bagus banget untuk berbagi dengan semua orang,Positif,bagus banget untuk berbagi dengan semua orang,bagus banget berbagi orang,"['bagus', 'banget', 'berbagi', 'orang']",bagus banget bagi orang
"bagus banget, fiturnya lebih simpel",Positif,bagus banget fiturnya lebih simpel,bagus banget fiturnya simpel,"['bagus', 'banget', 'fiturnya', 'simpel']",bagus banget fiturnya simpel
senangnya bisa berinteraksi dengan banyak orang.,Positif,senangnya bisa berinteraksi dengan banyak orang,senangnya berinteraksi orang,"['senangnya', 'berinteraksi', 'orang']",senang interaksi orang
Seru dan bagus,Positif,seru dan bagus,seru bagus,"['seru', 'bagus']",seru bagus
✨😊😊,Positif,,,[],
Threads,Positif,threads,threads,['threads'],threads
Mantep,Positif,mantep,mantep,['mantep'],mantep
selamat semoga sukses,Positif,selamat semoga sukses,selamat semoga sukses,"['selamat', 'semoga', 'sukses']",selamat moga sukses
Fitur jumlah tayangan di Threads sudah ada. 😍,Positif,fitur jumlah tayangan di threads sudah ada ,fitur tayangan threads,"['fitur', 'tayangan', 'threads']",fitur tayang threads
jangan ada batasan jumlah tulisan di threads,Negatif,jangan ada batasan jumlah tulisan di threads,batasan tulisan threads,"['batasan', 'tulisan', 'threads']",batas tulis threads
Mantep,Positif,mantep,mantep,['mantep'],mantep
Aplikasi yg modern,Positif,aplikasi yg modern,aplikasi yg modern,"['aplikasi', 'yg', 'modern']",aplikasi yg modern
berguna,Positif,berguna,berguna,['berguna'],guna
"Saya menyukainya,aplikasi yang mengagumkan.💯💯",Positif,saya menyukainyaaplikasi yang mengagumkan,menyukainyaaplikasi mengagumkan,"['menyukainyaaplikasi', 'mengagumkan']",menyukainyaaplikasi kagum
Sangat membantu,Positif,sangat membantu,membantu,['membantu'],bantu
Top,Positif,top,top,['top'],top
Good,Positif,good,good,['good'],good
gajelas,Negatif,gajelas,gajelas,['gajelas'],gajelas
Kenapa sering susa baca comentar nya..,Positif,kenapa sering susa baca comentar nya,susa baca comentar nya,"['susa', 'baca', 'comentar', 'nya']",susa baca comentar nya
Miris,Positif,miris,miris,['miris'],miris
baru mulai nih,Positif,baru mulai nih,nih,['nih'],nih
keren banget 👍👍,Positif,keren banget ,keren banget,"['keren', 'banget']",keren banget
"saya kurangi 1 bintang, karna baru mau pelajari hasil nya",Positif,saya kurangi  bintang karna baru mau pelajari hasil nya,kurangi bintang karna pelajari hasil nya,"['kurangi', 'bintang', 'karna', 'pelajari', 'hasil', 'nya']",kurang bintang karna ajar hasil nya
Good,Positif,good,good,['good'],good
Sampai sekarang belum ada keluhan yg kurang mengenakan dalam penggunaan apk Threads ini,Positif,sampai sekarang belum ada keluhan yg kurang mengenakan dalam penggunaan apk threads ini,keluhan yg mengenakan penggunaan apk threads,"['keluhan', 'yg', 'mengenakan', 'penggunaan', 'apk', 'threads']",keluh yg kena guna apk threads
bagus buat upload poto dan komunitas,Positif,bagus buat upload poto dan komunitas,bagus upload poto komunitas,"['bagus', 'upload', 'poto', 'komunitas']",bagus upload poto komunitas
Luar... biasa....👍👍👍👍,Positif,luar biasa,,[],
Good👍,Positif,good,good,['good'],good
good,Positif,good,good,['good'],good
👍👍👍👌👌,Positif,,,[],
mantap ...terimakasih,Positif,mantap terimakasih,mantap terimakasih,"['mantap', 'terimakasih']",mantap terimakasih
Alok SWT,Negatif,alok swt,alok swt,"['alok', 'swt']",alok swt
oke,Positif,oke,oke,['oke'],oke
Ok,Positif,ok,ok,['ok'],ok
Wadah bersosial media cocok untuk saya yang introver,Positif,wadah bersosial media cocok untuk saya yang introver,wadah bersosial media cocok introver,"['wadah', 'bersosial', 'media', 'cocok', 'introver']",wadah sosial media cocok introver
wantaaaappp,Positif,wantaaaappp,wantaaaappp,['wantaaaappp'],wantaaaappp
Ntah,Positif,ntah,ntah,['ntah'],ntah
I GOT THREADS THANKS!!,Positif,i got threads thanks,i got threads thanks,"['i', 'got', 'threads', 'thanks']",i got threads thanks
Mohon aplikasi bisa di edit tambah foto 🙏,Positif,mohon aplikasi bisa di edit tambah foto ,mohon aplikasi edit foto,"['mohon', 'aplikasi', 'edit', 'foto']",mohon aplikasi edit foto
"baguss ajaa ga ada kendala sejauh ini aku make apk ini, kedepannya lagi tingkatkan lagii yaa pengembangan nyaa ☺️🙏🏻",Positif,baguss ajaa ga ada kendala sejauh ini aku make apk ini kedepannya lagi tingkatkan lagii yaa pengembangan nyaa ,baguss ajaa ga kendala make apk kedepannya tingkatkan lagii yaa pengembangan nyaa,"['baguss', 'ajaa', 'ga', 'kendala', 'make', 'apk', 'kedepannya', 'tingkatkan', 'lagii', 'yaa', 'pengembangan', 'nyaa']",baguss ajaa ga kendala make apk depan tingkat lagi yaa kembang nyaa
bgus,Positif,bgus,bgus,['bgus'],bgus
Terapkan,Positif,terapkan,terapkan,['terapkan'],terap
"keren sih, aplikasi sosmed minimalis.",Positif,keren sih aplikasi sosmed minimalis,keren sih aplikasi sosmed minimalis,"['keren', 'sih', 'aplikasi', 'sosmed', 'minimalis']",keren sih aplikasi sosmed minimal
Aplikasinya bagus. Tetapi durasi videonya sajah terlalu pendek.,Positif,aplikasinya bagus tetapi durasi videonya sajah terlalu pendek,aplikasinya bagus durasi videonya sajah pendek,"['aplikasinya', 'bagus', 'durasi', 'videonya', 'sajah', 'pendek']",aplikasi bagus durasi video sajah pendek
Sangat bagus,Positif,sangat bagus,bagus,['bagus'],bagus
tambahin tranding topik atau hastag agar mempermudah pencarian terupdate.,Positif,tambahin tranding topik atau hastag agar mempermudah pencarian terupdate,tambahin tranding topik hastag mempermudah pencarian terupdate,"['tambahin', 'tranding', 'topik', 'hastag', 'mempermudah', 'pencarian', 'terupdate']",tambahin tranding topik hastag mudah cari terupdate
Dasar zionis.. Ngetik isriwil aja di threads langsung di banned akun thread ama IG nya. Yauda gw uninstall. Ga butuh LOE tuh.,Negatif,dasar zionis ngetik isriwil aja di threads langsung di banned akun thread ama ig nya yauda gw uninstall ga butuh loe tuh,dasar zionis ngetik isriwil aja threads langsung banned akun thread ama ig nya yauda gw uninstall ga butuh loe tuh,"['dasar', 'zionis', 'ngetik', 'isriwil', 'aja', 'threads', 'langsung', 'banned', 'akun', 'thread', 'ama', 'ig', 'nya', 'yauda', 'gw', 'uninstall', 'ga', 'butuh', 'loe', 'tuh']",dasar zionis ngetik isriwil aja threads langsung banned akun thread ama ig nya yauda gw uninstall ga butuh loe tuh
Bagus,Positif,bagus,bagus,['bagus'],bagus
"bagus, tapi pas aku hapus malah banyak yg follow",Positif,bagus tapi pas aku hapus malah banyak yg follow,bagus pas hapus yg follow,"['bagus', 'pas', 'hapus', 'yg', 'follow']",bagus pas hapus yg follow
paduan tweeter dan FB,Positif,paduan tweeter dan fb,paduan tweeter fb,"['paduan', 'tweeter', 'fb']",padu tweeter fb
sanget senang bisa rekomandasi,Positif,sanget senang bisa rekomandasi,sanget senang rekomandasi,"['sanget', 'senang', 'rekomandasi']",sanget senang rekomandasi
keren,Positif,keren,keren,['keren'],keren
ok ok aja deh,Positif,ok ok aja deh,ok ok aja deh,"['ok', 'ok', 'aja', 'deh']",ok ok aja deh
Terimakasih aplikasi aku mendapatkan teman lebih banyak,Positif,terimakasih aplikasi aku mendapatkan teman lebih banyak,terimakasih aplikasi teman,"['terimakasih', 'aplikasi', 'teman']",terimakasih aplikasi teman
Aplikasi keren untuk update caption,Positif,aplikasi keren untuk update caption,aplikasi keren update caption,"['aplikasi', 'keren', 'update', 'caption']",aplikasi keren update caption
👍👍👍,Positif,,,[],
Home service perawatan badan dan rambut di rumah kusus wanita 🙏🙏😊,Positif,home service perawatan badan dan rambut di rumah kusus wanita ,home service perawatan badan rambut rumah kusus wanita,"['home', 'service', 'perawatan', 'badan', 'rambut', 'rumah', 'kusus', 'wanita']",home service awat badan rambut rumah sus wanita
Aplikasi Sudah Sangat Bagus Tapi Tolong Pas Update Nanti Bisa Pake Akun Selain Instragram Soalnya menurutku ini susah soalnya gw pernah akun Instagram hilang jadinya gak bisa login ke theards dan sayangnya lupa tak screenshot.Nanti kalau bisa pake akun lain gw ganti jadi 5 bintang,Positif,aplikasi sudah sangat bagus tapi tolong pas update nanti bisa pake akun selain instragram soalnya menurutku ini susah soalnya gw pernah akun instagram hilang jadinya gak bisa login ke theards dan sayangnya lupa tak screenshotnanti kalau bisa pake akun lain gw ganti jadi  bintang,aplikasi bagus tolong pas update pake akun instragram menurutku susah gw akun instagram hilang gak login theards sayangnya lupa screenshotnanti pake akun gw ganti bintang,"['aplikasi', 'bagus', 'tolong', 'pas', 'update', 'pake', 'akun', 'instragram', 'menurutku', 'susah', 'gw', 'akun', 'instagram', 'hilang', 'gak', 'login', 'theards', 'sayangnya', 'lupa', 'screenshotnanti', 'pake', 'akun', 'gw', 'ganti', 'bintang']",aplikasi bagus tolong pas update pake akun instragram turut susah gw akun instagram hilang gak login theards sayang lupa screenshotnanti pake akun gw ganti bintang
mantap,Positif,mantap,mantap,['mantap'],mantap
like,Positif,like,like,['like'],like
Ceweknya Cakep² cuy,Positif,ceweknya cakep cuy,ceweknya cakep cuy,"['ceweknya', 'cakep', 'cuy']",cewek cakep cuy
"Sosmed yg terhubung dengan mereka yang terkenal, untuk menjadi motivasi hidup, membagikan karya kita kepada publik🙏",Positif,sosmed yg terhubung dengan mereka yang terkenal untuk menjadi motivasi hidup membagikan karya kita kepada publik,sosmed yg terhubung terkenal motivasi hidup membagikan karya publik,"['sosmed', 'yg', 'terhubung', 'terkenal', 'motivasi', 'hidup', 'membagikan', 'karya', 'publik']",sosmed yg hubung kenal motivasi hidup bagi karya publik
Lumayan kerenn,Positif,lumayan kerenn,lumayan kerenn,"['lumayan', 'kerenn']",lumayan kerenn
aplikasinya unik,Positif,aplikasinya unik,aplikasinya unik,"['aplikasinya', 'unik']",aplikasi unik
mantap,Positif,mantap,mantap,['mantap'],mantap
Good jobb,Positif,good jobb,good jobb,"['good', 'jobb']",good jobb
bintang 7,Positif,bintang ,bintang,['bintang'],bintang
"Saya sudah mendownload aplikasi threads, an Instagram app dan hasilnya di aplikasi threads an Instagram app sudah banyak pengikut yang mengikuti threads an Instagram app dan ternyata aplikasi threads an Instagram app sama seperti Instagram bisa memperoleh pengikut dan mengikuti yang banyak banget. Saya saja sampai kaget melihat begitu banyaknya pengikut yang mengikuti Threads an Instagram app dan Instagram milik saya. Saya berharap semoga aplikasi threads an Instagram app dan Instagram.",Positif,saya sudah mendownload aplikasi threads an instagram app dan hasilnya di aplikasi threads an instagram app sudah banyak pengikut yang mengikuti threads an instagram app dan ternyata aplikasi threads an instagram app sama seperti instagram bisa memperoleh pengikut dan mengikuti yang banyak banget saya saja sampai kaget melihat begitu banyaknya pengikut yang mengikuti threads an instagram app dan instagram milik saya saya berharap semoga aplikasi threads an instagram app dan instagram,mendownload aplikasi threads an instagram app hasilnya aplikasi threads an instagram app pengikut mengikuti threads an instagram app aplikasi threads an instagram app instagram memperoleh pengikut mengikuti banget kaget banyaknya pengikut mengikuti threads an instagram app instagram milik berharap semoga aplikasi threads an instagram app instagram,"['mendownload', 'aplikasi', 'threads', 'an', 'instagram', 'app', 'hasilnya', 'aplikasi', 'threads', 'an', 'instagram', 'app', 'pengikut', 'mengikuti', 'threads', 'an', 'instagram', 'app', 'aplikasi', 'threads', 'an', 'instagram', 'app', 'instagram', 'memperoleh', 'pengikut', 'mengikuti', 'banget', 'kaget', 'banyaknya', 'pengikut', 'mengikuti', 'threads', 'an', 'instagram', 'app', 'instagram', 'milik', 'berharap', 'semoga', 'aplikasi', 'threads', 'an', 'instagram', 'app', 'instagram']",mendownload aplikasi threads an instagram app hasil aplikasi threads an instagram app ikut ikut threads an instagram app aplikasi threads an instagram app instagram oleh ikut ikut banget kaget banyak ikut ikut threads an instagram app instagram milik harap moga aplikasi threads an instagram app instagram
"bagus, cuman orang lain dari instagram kurang aktif di platform ini... sepi jadinya.",Positif,bagus cuman orang lain dari instagram kurang aktif di platform ini sepi jadinya,bagus cuman orang instagram aktif platform sepi,"['bagus', 'cuman', 'orang', 'instagram', 'aktif', 'platform', 'sepi']",bagus cuman orang instagram aktif platform sepi
DjumaLioke,Positif,djumalioke,djumalioke,['djumalioke'],djumalioke
Yes and either way I'm goes like I've heya,Positif,yes and either way im goes like ive heya,yes and either way im goes like ive heya,"['yes', 'and', 'either', 'way', 'im', 'goes', 'like', 'ive', 'heya']",yes and either way im goes like ive heya
"Aplikasi goblokkk gw daptar oke Ig gk bisa"" udh jelas"" kata sandi Ig gw itu babi lngsung gw uninstal lagi ni aplikasi ajg mending Twitter",Negatif,aplikasi goblokkk gw daptar oke ig gk bisa udh jelas kata sandi ig gw itu babi lngsung gw uninstal lagi ni aplikasi ajg mending twitter,aplikasi goblokkk gw daptar oke ig gk udh sandi ig gw babi lngsung gw uninstal ni aplikasi ajg mending twitter,"['aplikasi', 'goblokkk', 'gw', 'daptar', 'oke', 'ig', 'gk', 'udh', 'sandi', 'ig', 'gw', 'babi', 'lngsung', 'gw', 'uninstal', 'ni', 'aplikasi', 'ajg', 'mending', 'twitter']",aplikasi goblokkk gw daptar oke ig gk udh sandi ig gw babi lngsung gw uninstal ni aplikasi ajg mending twitter
Saya suka sama aplikasi ini mantap,Positif,saya suka sama aplikasi ini mantap,suka aplikasi mantap,"['suka', 'aplikasi', 'mantap']",suka aplikasi mantap
Tan Hendri Hendri,Positif,tan hendri hendri,tan hendri hendri,"['tan', 'hendri', 'hendri']",tan hendri hendri
Update aplikasinya lebih banyak baru,Positif,update aplikasinya lebih banyak baru,update aplikasinya,"['update', 'aplikasinya']",update aplikasi
sudah seperti ini jangan dilebihkan lagi biar gampang saling folow,Positif,sudah seperti ini jangan dilebihkan lagi biar gampang saling folow,dilebihkan biar gampang folow,"['dilebihkan', 'biar', 'gampang', 'folow']",lebih biar gampang folow
Ok,Positif,ok,ok,['ok'],ok
Mantap,Positif,mantap,mantap,['mantap'],mantap
Senang,Positif,senang,senang,['senang'],senang
bagus.....,Positif,bagus,bagus,['bagus'],bagus
"bru jg slese donlod udh disuruh update,lawak bner nih apk😂",Negatif,bru jg slese donlod udh disuruh updatelawak bner nih apk,bru jg slese donlod udh disuruh updatelawak bner nih apk,"['bru', 'jg', 'slese', 'donlod', 'udh', 'disuruh', 'updatelawak', 'bner', 'nih', 'apk']",bru jg slese donlod udh suruh updatelawak bner nih apk
"aku kasih bintang 4 dulu yah, karna saya blm tau cara kerjanya 🙏",Positif,aku kasih bintang  dulu yah karna saya blm tau cara kerjanya ,kasih bintang yah karna blm tau kerjanya,"['kasih', 'bintang', 'yah', 'karna', 'blm', 'tau', 'kerjanya']",kasih bintang yah karna blm tau kerja
Ok nice,Positif,ok nice,ok nice,"['ok', 'nice']",ok nice
"Tolong perbaiki dong,masa gagal terus bikin utasan , kalo sudah di perbaiki saya kasih bintang 5",Negatif,tolong perbaiki dongmasa gagal terus bikin utasan  kalo sudah di perbaiki saya kasih bintang ,tolong perbaiki dongmasa gagal bikin utasan kalo perbaiki kasih bintang,"['tolong', 'perbaiki', 'dongmasa', 'gagal', 'bikin', 'utasan', 'kalo', 'perbaiki', 'kasih', 'bintang']",tolong baik dongmasa gagal bikin utas kalo baik kasih bintang
Nice Good Keren,Positif,nice good keren,nice good keren,"['nice', 'good', 'keren']",nice good keren
Bikin emosi gua pake nih apk,Negatif,bikin emosi gua pake nih apk,bikin emosi gua pake nih apk,"['bikin', 'emosi', 'gua', 'pake', 'nih', 'apk']",bikin emosi gua pake nih apk
lumayan bgus dan membantu jga,Positif,lumayan bgus dan membantu jga,lumayan bgus membantu jga,"['lumayan', 'bgus', 'membantu', 'jga']",lumayan bgus bantu jga
Lumayan,Positif,lumayan,lumayan,['lumayan'],lumayan
Raden Galih Purwati Gempol Palimanan CIREBON INDONESIA,Positif,raden galih purwati gempol palimanan cirebon indonesia,raden galih purwati gempol palimanan cirebon indonesia,"['raden', 'galih', 'purwati', 'gempol', 'palimanan', 'cirebon', 'indonesia']",raden galih purwati gempol palimanan cirebon indonesia
Lumayan bagus,Positif,lumayan bagus,lumayan bagus,"['lumayan', 'bagus']",lumayan bagus
Aplikasi zionis,Negatif,aplikasi zionis,aplikasi zionis,"['aplikasi', 'zionis']",aplikasi zionis
"Kalau menurutku threads bukan hanya social media, tapi juga social diary. Terimakasih karena threads telah hadir dan menjadi wadah terbaik untuk saya yang suka menulis Suksess selalu threads",Positif,kalau menurutku threads bukan hanya social media tapi juga social diary terimakasih karena threads telah hadir dan menjadi wadah terbaik untuk saya yang suka menulis suksess selalu threads,menurutku threads social media social diary terimakasih threads hadir wadah terbaik suka menulis suksess threads,"['menurutku', 'threads', 'social', 'media', 'social', 'diary', 'terimakasih', 'threads', 'hadir', 'wadah', 'terbaik', 'suka', 'menulis', 'suksess', 'threads']",turut threads social media social diary terimakasih threads hadir wadah baik suka tulis suksess threads
mantap 😁😁😁,Positif,mantap ,mantap,['mantap'],mantap
tiba² ig gua ditangguhkan tanpa sebab,Positif,tiba ig gua ditangguhkan tanpa sebab,ig gua ditangguhkan,"['ig', 'gua', 'ditangguhkan']",ig gua tangguh
Tiap kali klik di IG ga masuk ke thread langsung tp ke google play ini,Negatif,tiap kali klik di ig ga masuk ke thread langsung tp ke google play ini,kali klik ig ga masuk thread langsung tp google play,"['kali', 'klik', 'ig', 'ga', 'masuk', 'thread', 'langsung', 'tp', 'google', 'play']",kali klik ig ga masuk thread langsung tp google play
Cukup membantu koneksi dengan sahabat dumay,Positif,cukup membantu koneksi dengan sahabat dumay,membantu koneksi sahabat dumay,"['membantu', 'koneksi', 'sahabat', 'dumay']",bantu koneksi sahabat dumay
Hiburan,Positif,hiburan,hiburan,['hiburan'],hibur
good,Positif,good,good,['good'],good
sangat bermanfaat sekalii,Positif,sangat bermanfaat sekalii,bermanfaat sekalii,"['bermanfaat', 'sekalii']",manfaat sekali
Apknya udah cukup bagus cuman pas nonton video harus pencet volume dulu kalo mau ada suaranya jadi ribet kalo bisa di bikin pas mencet video baru ada suara itu lebih baik mana tombol volume nya kecil lagi,Positif,apknya udah cukup bagus cuman pas nonton video harus pencet volume dulu kalo mau ada suaranya jadi ribet kalo bisa di bikin pas mencet video baru ada suara itu lebih baik mana tombol volume nya kecil lagi,apknya udah bagus cuman pas nonton video pencet volume kalo suaranya ribet kalo bikin pas mencet video suara tombol volume nya,"['apknya', 'udah', 'bagus', 'cuman', 'pas', 'nonton', 'video', 'pencet', 'volume', 'kalo', 'suaranya', 'ribet', 'kalo', 'bikin', 'pas', 'mencet', 'video', 'suara', 'tombol', 'volume', 'nya']",apknya udah bagus cuman pas nonton video pencet volume kalo suara ribet kalo bikin pas mencet video suara tombol volume nya
mantaff,Positif,mantaff,mantaff,['mantaff'],mantaff
Aku senang app ini sangat buat hiburan untuk ikut serta potingan buat aku.nah paling suka saya kasih bintang lima buat saya.,Positif,aku senang app ini sangat buat hiburan untuk ikut serta potingan buat akunah paling suka saya kasih bintang lima buat saya,senang app hiburan potingan akunah suka kasih bintang,"['senang', 'app', 'hiburan', 'potingan', 'akunah', 'suka', 'kasih', 'bintang']",senang app hibur potingan akunah suka kasih bintang
sangat terkesan buat saya,Positif,sangat terkesan buat saya,terkesan,['terkesan'],kes
Good,Positif,good,good,['good'],good
Mantap,Positif,mantap,mantap,['mantap'],mantap
Ok,Positif,ok,ok,['ok'],ok
"Mas Anies ,mas Anies Angin tidak punya KTP anjay",Positif,mas anies mas anies angin tidak punya ktp anjay,mas anies mas anies angin ktp anjay,"['mas', 'anies', 'mas', 'anies', 'angin', 'ktp', 'anjay']",mas anies mas anies angin ktp anjay
Good,Positif,good,good,['good'],good
"tolong adain fitur arsip, klo udh ada sy ksh lima 🙏🏻",Negatif,tolong adain fitur arsip klo udh ada sy ksh lima ,tolong adain fitur arsip klo udh sy ksh,"['tolong', 'adain', 'fitur', 'arsip', 'klo', 'udh', 'sy', 'ksh']",tolong adain fitur arsip klo udh sy ksh
terbaik,Positif,terbaik,terbaik,['terbaik'],baik
"Mudah mudahan Threads Instagram sangat membantu dlm segalahal yg baik, dan banyak manfaatnya buat kami semua",Positif,mudah mudahan threads instagram sangat membantu dlm segalahal yg baik dan banyak manfaatnya buat kami semua,mudah mudahan threads instagram membantu dlm segalahal yg manfaatnya,"['mudah', 'mudahan', 'threads', 'instagram', 'membantu', 'dlm', 'segalahal', 'yg', 'manfaatnya']",mudah mudah threads instagram bantu dlm segalahal yg manfaat
"bagus banget, jadi punya banyak teman",Positif,bagus banget jadi punya banyak teman,bagus banget teman,"['bagus', 'banget', 'teman']",bagus banget teman
suka,Positif,suka,suka,['suka'],suka
"tambah fitur dm dong, biar ga bolak balik ke ig",Negatif,tambah fitur dm dong biar ga bolak balik ke ig,fitur dm biar ga bolak ig,"['fitur', 'dm', 'biar', 'ga', 'bolak', 'ig']",fitur dm biar ga bolak ig
lumayan,Positif,lumayan,lumayan,['lumayan'],lumayan
Sangat membantu,Positif,sangat membantu,membantu,['membantu'],bantu
sangat bagus,Positif,sangat bagus,bagus,['bagus'],bagus
